trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10,14.254339100036304,14.254339100036304,0.028992499981541187,[-0.11916666666666667],[-0.12666666666666668],[1],[0],[0],[4.532735399960075],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
1,0,1,0,5,18.78342100000009,18.78342100000009,0.009857400029432029,[-0.35],[0.21],[1],[0],[0],[2.2717116000130773],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
2,0,2,0,10,21.09271500003524,21.09271500003524,0.02085800003260374,[0.21083333333333334],[0.4216666666666667],[1],[0],[0],[2.3724155999952927],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
3,0,3,0,5,23.473316700023133,23.473316700023133,0.010588699951767921,[-0.335],[0.23583333333333334],[1],[0],[0],[1.7535046000266448],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
4,0,4,0,10,25.25483600003645,25.25483600003645,0.02056940004695207,[-0.3375],[-0.145],[1],[0],[0],[1.7573869000189006],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
5,0,5,0,10,27.036922400002368,27.036922400002368,0.019205700024031103,[-0.14333333333333334],[-0.035833333333333335],[1],[0],[0],[1.744920200027991],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
6,0,6,0,10,28.795684800017625,28.795684800017625,0.020053999964147806,[0.011666666666666667],[-0.09916666666666667],[1],[0],[0],[1.910017499991227],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
7,0,7,0,10,30.731468599988148,30.731468599988148,0.019995299982838333,"[0.24083333333333334, 0.19166666666666668, 0.02]","[0.4608333333333333, 0.49083333333333334, -0.01]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.193925500032492, 5.877165600017179, 7.67753410001751]",['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
8,0,8,0,5,38.41958530002739,38.41958530002739,0.011244399996940047,[0.0075],[-0.445],[1],[0],[0],[2.2528809999930672],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
9,0,9,0,10,40.70748670003377,40.70748670003377,0.023469700012356043,[-0.4925],[-0.20083333333333334],[1],[0],[0],[2.2371255999896675],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
10,0,10,0,5,42.95016940002097,42.95016940002097,0.01061999995727092,[0.2325],[-0.3541666666666667],[1],[0],[0],[2.1206524000153877],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
11,0,11,0,10,45.11060489999363,45.11060489999363,0.0253738000174053,[0.009166666666666667],[-0.47333333333333333],[1],[0],[0],[2.219084100041073],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
12,0,12,0,10,47.35009640001226,47.35009640001226,0.021599299972876906,[0.08083333333333333],[0.39416666666666667],[1],[0],[0],[1.8073392000515014],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
13,0,13,0,10,49.18105800001649,49.18105800001649,0.022214500000700355,[0.48583333333333334],[-0.31333333333333335],[1],[0],[0],[2.5575569000211544],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
14,0,14,0,5,51.75003400002606,51.75003400002606,0.01124229998094961,[-0.24583333333333332],[-0.42916666666666664],[1],[0],[0],[2.118320500012487],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
15,0,15,0,10,53.9596343000303,53.9596343000303,0.07757859997218475,[0.43333333333333335],[0.20833333333333334],[1],[0],[0],[3.420110799954273],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
16,0,16,0,10,57.40120469999965,57.40120469999965,0.02109520003432408,[0.4841666666666667],[0.3775],[1],[0],[0],[2.1418498000130057],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
17,0,17,0,5,59.552888399979565,59.552888399979565,0.011498300009407103,[0.13],[0.26416666666666666],[1],[0],[0],[1.5182225999888033],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
18,0,18,0,10,61.10315650003031,61.10315650003031,0.02052010002080351,[-0.3566666666666667],[0.375],[1],[0],[0],[3.9587054000003263],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
19,0,19,0,10,65.08659560000524,65.08659560000524,0.02031719998922199,[-0.2775],[0.38],[1],[0],[0],[1.5595280000125058],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
20,0,20,0,10,66.67002479999792,66.67002479999792,0.02182259998517111,[-0.36083333333333334],[-0.405],[1],[0],[0],[2.24110559996916],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
21,0,21,0,10,68.93642610003008,68.93642610003008,0.02026229997863993,[0.06416666666666666],[-0.15083333333333335],[1],[0],[0],[1.4933533999719657],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
22,0,22,0,10,70.45387279998977,70.45387279998977,0.02245360001688823,[0.18916666666666668],[0.3825],[1],[0],[0],[1.607538799988106],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
23,0,23,0,5,72.06677420000779,72.06677420000779,0.013200899993535131,[-0.19583333333333333],[0.48833333333333334],[1],[0],[0],[3.1010296000167727],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
24,0,24,0,5,75.18347849999554,75.18347849999554,0.012006700038909912,[0.16916666666666666],[-0.09166666666666666],[1],[0],[0],[2.2338617999921553],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
25,0,25,0,10,77.44686189998174,77.44686189998174,0.02134989999467507,[0.04083333333333333],[-0.485],[1],[0],[0],[3.3235019000130706],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
26,0,26,0,10,80.79761020001024,80.79761020001024,0.019288199953734875,"[-0.20833333333333334, -0.18416666666666667]","[-0.12833333333333333, -0.14333333333333334]","[1, 1]","[0, 0]","[0, 0]","[3.4615037000039592, 8.328789399995003]",['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
27,0,27,0,5,89.13150160002988,89.13150160002988,0.011189499986357987,[-0.0075],[-0.4191666666666667],[1],[0],[0],[1.8355022000032477],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
28,0,28,0,5,90.9847705999855,90.9847705999855,0.011321099998895079,[-0.39916666666666667],[-0.4175],[1],[0],[0],[1.9844433999969624],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
29,0,29,0,5,92.98634459997993,92.98634459997993,0.010819199960678816,[0.42083333333333334],[0.10833333333333334],[1],[0],[0],[2.019674200040754],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
30,0,30,0,5,95.01689389999956,95.01689389999956,0.011182399990502745,[0.13833333333333334],[-0.0875],[1],[0],[0],[1.5688096000230871],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
31,0,31,0,5,96.60669029998826,96.60669029998826,0.014702499960549176,[0.24083333333333334],[-0.14166666666666666],[1],[0],[0],[1.6316063999547623],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
32,0,32,0,10,98.26682960003382,98.26682960003382,0.02042260003509,[0.4483333333333333],[-0.43583333333333335],[1],[0],[0],[1.7737146000145003],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
33,0,33,0,10,100.06488940003328,100.06488940003328,0.02079119998961687,[0.2941666666666667],[0.16166666666666665],[1],[0],[0],[1.908791099966038],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
34,0,34,0,10,101.99472110002534,101.99472110002534,0.01990209997165948,[0.43],[0.20166666666666666],[1],[0],[0],[1.4773413000511937],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
35,0,35,0,5,103.48110530001577,103.48110530001577,0.011136899993289262,[0.37333333333333335],[0.15166666666666667],[1],[0],[0],[1.2698108000331558],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
36,0,36,0,10,104.77899940003408,104.77899940003408,0.021968599990941584,[-0.43583333333333335],[0.2783333333333333],[1],[0],[0],[2.457858799956739],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
37,0,37,0,5,107.25609099998837,107.25609099998837,0.014163699990604073,[0.06666666666666667],[0.27666666666666667],[1],[0],[0],[1.5482439000043087],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
38,0,38,0,10,108.83243260002928,108.83243260002928,0.02167010004632175,[0.004166666666666667],[0.485],[1],[0],[0],[3.1885752999805845],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
39,0,39,0,5,112.03348290000577,112.03348290000577,0.013910099980421364,[-0.3383333333333333],[0.006666666666666667],[1],[0],[0],[1.74953099997947],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
40,0,40,0,10,113.81621820002329,113.81621820002329,0.024167499970644712,[-0.38083333333333336],[0.0275],[1],[0],[0],[1.5553699999582022],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
41,0,41,0,5,115.38854569999967,115.38854569999967,0.014394500001799315,[-0.31333333333333335],[-0.2683333333333333],[1],[0],[0],[2.0824784000287764],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
42,0,42,0,5,117.48843309999211,117.48843309999211,0.013098599971272051,[-0.28833333333333333],[-0.0775],[1],[0],[0],[1.7318118999828584],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
43,0,43,0,10,119.24819670000579,119.24819670000579,0.02066069998545572,[-0.25],[0.2675],[1],[0],[0],[1.9911355000222102],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
44,0,44,0,5,121.24565870000515,121.24565870000515,0.010657500009983778,[0.14833333333333334],[-0.3933333333333333],[1],[0],[0],[1.85272869997425],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
45,0,45,0,10,123.13281540002208,123.13281540002208,0.02362419996643439,[-0.013333333333333334],[0.24083333333333334],[1],[0],[0],[2.290118300006725],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
46,0,46,0,5,125.43167750001885,125.43167750001885,0.010471499990671873,[-0.2733333333333333],[-0.07916666666666666],[1],[0],[0],[1.4877903999877162],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
47,0,47,0,5,126.93123879999621,126.93123879999621,0.01185569999506697,[-0.4325],[0.395],[1],[0],[0],[1.7339613999938592],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
48,0,48,0,5,128.6817087000236,128.6817087000236,0.010887000011280179,[-0.004166666666666667],[-0.055],[1],[0],[0],[2.0526930000050925],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
49,0,49,0,10,130.76147440000204,130.76147440000204,0.02290679997531697,[-0.23166666666666666],[-0.014166666666666666],[1],[0],[0],[1.4230056999949738],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
50,0,50,0,5,132.20349570002872,132.20349570002872,0.014385499991476536,[-0.38],[-0.1425],[1],[0],[0],[2.1007935000234284],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
51,0,51,0,10,134.33778460003668,134.33778460003668,0.023796599998604506,[-0.4166666666666667],[-0.25583333333333336],[1],[0],[0],[1.4358046000124887],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
52,0,52,0,10,135.80083680001553,135.80083680001553,0.022301599965430796,[-0.42333333333333334],[-0.09833333333333333],[1],[0],[0],[1.7581614999799058],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
53,0,53,0,5,137.563576799992,137.563576799992,0.010621699970215559,[-0.1925],[0.1825],[1],[0],[0],[2.020548799948301],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
54,0,54,0,10,139.6094143000082,139.6094143000082,0.022200699953828007,[-0.49333333333333335],[0.155],[1],[0],[0],[1.8576854999992065],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
55,0,55,0,10,141.49837119999574,141.49837119999574,0.01997670001583174,[0.38083333333333336],[-0.25833333333333336],[1],[0],[0],[2.3595484999823384],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
56,0,56,0,5,143.86821769998642,143.86821769998642,0.010921200038865209,[-0.345],[0.4191666666666667],[1],[0],[0],[2.2863217999693006],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
57,0,57,0,5,146.16356930002803,146.16356930002803,0.01155639998614788,[-0.37416666666666665],[-0.4041666666666667],[1],[0],[0],[2.383293999999296],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
58,0,58,0,10,148.58268980000867,148.58268980000867,0.02312920003896579,[0.37416666666666665],[0.06583333333333333],[1],[0],[0],[2.0732123000198044],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
59,0,59,0,5,150.66140580002684,150.66140580002684,0.011158699984662235,[-0.31583333333333335],[0.4658333333333333],[1],[0],[0],[2.1190306000062265],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
60,0,60,0,5,152.80214069999056,152.80214069999056,0.011836699966806918,[-0.2833333333333333],[0.22833333333333333],[1],[0],[0],[1.6672090000356548],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
61,0,61,0,5,154.4821478999802,154.4821478999802,0.013451799983158708,[-0.25083333333333335],[-0.37083333333333335],[1],[0],[0],[1.8832256000023335],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
62,0,62,0,5,156.38626410003053,156.38626410003053,0.011516199971083552,[0.17083333333333334],[0.2375],[1],[0],[0],[1.6832870000507683],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
63,0,63,0,5,158.08309109997936,158.08309109997936,0.010357399994973093,[0.16583333333333333],[0.13916666666666666],[1],[0],[0],[1.3367579000187106],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
64,0,64,0,5,159.43836040003225,159.43836040003225,0.011638199968729168,[-0.47833333333333333],[-0.2841666666666667],[1],[0],[0],[2.5507048999425024],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
65,0,65,0,10,162.0193199000205,162.0193199000205,0.024838700017426163,[-0.4741666666666667],[-0.0725],[1],[0],[0],[1.4188414000091143],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
66,0,66,0,10,163.46283279999625,163.46283279999625,0.020818900025915354,[-0.21583333333333332],[-0.22916666666666666],[1],[0],[0],[1.7257640999741852],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
67,0,67,0,5,165.19977770000696,165.19977770000696,0.010992300056386739,[0.43666666666666665],[0.20416666666666666],[1],[0],[0],[2.5188116000499576],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
68,0,68,0,10,167.74038580001798,167.74038580001798,0.020249399996828288,[0.44666666666666666],[-0.26416666666666666],[1],[0],[0],[1.9922511000186205],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
69,0,69,0,5,169.75314829999115,169.75314829999115,0.013896600052248687,[0.43666666666666665],[0.16416666666666666],[1],[0],[0],[1.516845199977979],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
70,0,70,0,5,171.28632509999443,171.28632509999443,0.012649099982809275,[-0.4091666666666667],[-0.3408333333333333],[1],[0],[0],[1.9312197000253946],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
71,0,71,0,5,173.22823330003303,173.22823330003303,0.011376600014045835,[-0.0475],[0.4716666666666667],[1],[0],[0],[3.6512647999916226],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
72,0,72,0,10,176.90942159999395,176.90942159999395,0.020325199991930276,[0.050833333333333335],[-0.32666666666666666],[1],[0],[0],[2.0757150999852456],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
73,0,73,0,5,178.99482540000463,178.99482540000463,0.011017600016202778,[0.275],[0.19583333333333333],[1],[0],[0],[1.6360507999779657],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
74,0,74,0,5,180.65078299999004,180.65078299999004,0.011276700010057539,[0.42916666666666664],[0.4558333333333333],[1],[0],[0],[2.1851077000028454],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
75,0,75,0,10,182.86636919999728,182.86636919999728,0.022475399950053543,[-0.31],[0.018333333333333333],[1],[0],[0],[2.2244080000091344],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
76,0,76,0,5,185.09784160001436,185.09784160001436,0.011452700011432171,[0.31916666666666665],[0.49333333333333335],[1],[0],[0],[2.250942800019402],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
77,0,77,0,10,187.38644879998174,187.38644879998174,0.02256939996732399,[0.075],[-0.29],[1],[0],[0],[2.5725175000261515],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
78,0,78,0,5,189.95849370001815,189.95849370001815,0.010536000016145408,[0.2775],[0.3983333333333333],[1],[0],[0],[1.5703065000125207],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
79,0,79,0,5,191.54747719998704,191.54747719998704,0.012431200011633337,[-0.24416666666666667],[-0.1325],[1],[0],[0],[1.9339076000032946],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
80,0,80,0,10,193.5133996999939,193.5133996999939,0.020686800009571016,[-0.3433333333333333],[0.195],[1],[0],[0],[1.7089064000174403],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
81,0,81,0,5,195.23147110000718,195.23147110000718,0.011281499988399446,[0.2633333333333333],[0.39],[1],[0],[0],[2.1520308000035584],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
82,0,82,0,5,197.39444010000443,197.39444010000443,0.012045199982821941,[-0.32916666666666666],[0.30916666666666665],[1],[0],[0],[1.9014383999747224],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
83,0,83,0,5,199.31555150001077,199.31555150001077,0.011523699969984591,[0.32916666666666666],[-0.20916666666666667],[1],[0],[0],[1.8344181000138633],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
84,0,84,0,10,201.17931530001806,201.17931530001806,0.02018390002194792,[0.38],[-0.0225],[1],[0],[0],[1.7411493000108749],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
85,0,85,0,10,202.94151899998542,202.94151899998542,0.02038529998390004,[-0.06416666666666666],[0.3433333333333333],[1],[0],[0],[2.6269302999717183],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
86,0,86,0,5,205.5802440000116,205.5802440000116,0.011292100010905415,[0.32166666666666666],[-0.32916666666666666],[1],[0],[0],[1.952706300013233],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
87,0,87,0,10,207.55873440002324,207.55873440002324,0.01903720002155751,[0.3575],[0.17416666666666666],[1],[0],[0],[2.111394300009124],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
88,0,88,0,10,209.68728429998737,209.68728429998737,0.02051569998729974,[-0.021666666666666667],[0.155],[1],[0],[0],[1.6925995000055991],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
89,0,89,0,5,211.39085969998268,211.39085969998268,0.010663900000508875,[0.11916666666666667],[0.44083333333333335],[1],[0],[0],[2.1700761999818496],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
90,0,90,0,10,213.5912959999987,213.5912959999987,0.020437899976968765,[0.4475],[-0.305],[1],[0],[0],[2.075087299977895],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
91,0,91,0,10,215.68596520001302,215.68596520001302,0.019815700012259185,[0.42333333333333334],[-0.26916666666666667],[1],[0],[0],[1.7936983000254259],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
92,0,92,0,5,217.49190090002958,217.49190090002958,0.011039200006052852,[0.011666666666666667],[0.47833333333333333],[1],[0],[0],[1.6850944999605417],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
93,0,93,0,10,219.2065293000196,219.2065293000196,0.022111899976152927,[0.034166666666666665],[0.2916666666666667],[1],[0],[0],[1.389974199992139],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
94,0,94,0,10,220.62203929998213,220.62203929998213,0.021898799983318895,[-0.44583333333333336],[-0.475],[1],[0],[0],[2.8405010000569746],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
95,0,95,0,5,223.47545389999868,223.47545389999868,0.012446400010958314,[-0.20666666666666667],[0.4141666666666667],[1],[0],[0],[1.984200500010047],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
96,0,96,0,10,225.48647360003088,225.48647360003088,0.02065800002310425,[0.010833333333333334],[0.3775],[1],[0],[0],[1.5752369000110775],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
97,0,97,0,10,227.08618179999758,227.08618179999758,0.020539899996947497,[-0.25333333333333335],[0.015833333333333335],[1],[0],[0],[1.5753775000339374],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
98,0,98,0,10,228.68961110000964,228.68961110000964,0.024275399977341294,[0.4683333333333333],[0.16083333333333333],[1],[0],[0],[2.322465099976398],['target'],001,001,2023-09-28_11h22.42.251,tutorial3,2023.1.3,60.25453926380832,
